Record_ID,Date,Month,Quarter,Year,Region,Trust,Hospital,AE_Type,Attendances,Emergency_Admissions,Seen_Within_4Hours,Over_4Hours,Average_Waiting_Time,Longest_Wait_Hours,Left_Before_Treatment,Ambulance_Arrivals,Self_Referrals,GP_Referrals,Other_Referrals
2705,24/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,594,55,527,67,223,11.3,20,167,143,22,429
2706,25/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,522,88,520,2,232,12.7,9,56,171,80,271
2707,25/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,286,192,260,26,197,10.8,5,145,206,59,21
2708,25/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,638,189,637,1,236,12.5,4,211,262,38,338
2709,25/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,614,169,579,35,188,8,10,95,95,54,465
2710,25/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,343,157,300,43,282,8.6,17,85,292,73,22
2711,26/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,568,61,514,54,123,8.1,6,204,253,27,288
2712,26/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,333,92,297,36,247,11.6,25,84,244,48,41
2713,26/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,266,151,217,49,186,10.4,12,214,72,18,176
2714,26/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,518,71,438,80,190,7.5,11,58,118,44,356
2715,26/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,688,53,603,85,125,13.9,2,157,151,22,515
2716,27/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,316,173,216,100,158,7.7,5,98,116,29,171
2717,27/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,368,117,242,126,130,12.8,17,83,221,28,119
2718,27/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,580,143,579,1,311,12.5,22,204,90,40,450
2719,27/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,678,64,433,245,282,4.4,14,120,177,23,478
2720,27/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,482,135,305,177,157,15,11,169,138,37,307
2721,28/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,471,112,364,107,261,14.3,1,103,113,42,316
2722,28/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,616,198,502,114,118,7.2,24,215,245,20,351
2723,28/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,397,117,329,68,289,10.3,7,138,64,36,297
2724,28/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,647,160,644,3,256,6.3,7,137,241,37,369
2725,28/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,582,194,367,215,240,7.6,14,176,153,65,364
2726,29/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,433,155,294,139,256,15.5,18,57,251,50,132
2727,29/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,509,117,350,159,140,7.1,12,162,208,54,247
2728,29/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,476,60,356,120,130,4.7,11,88,264,12,200
2729,29/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,651,110,521,130,241,10.6,16,144,122,57,472
2730,29/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,413,197,292,121,157,5.6,25,81,283,29,101
2731,30/06/2024,June,2,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,456,81,306,150,320,11.9,19,83,95,40,321
2732,30/06/2024,June,2,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,478,69,363,115,141,5.7,22,73,252,39,187
2733,30/06/2024,June,2,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,284,108,189,95,132,4.6,24,133,246,55,17
2734,30/06/2024,June,2,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,685,65,567,118,94,7.7,7,217,195,47,443
2735,30/06/2024,June,2,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,486,94,411,75,166,4.4,10,50,111,48,327
2736,01/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,678,198,536,142,209,16,13,136,175,46,457
2737,01/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,335,172,325,10,131,11.1,6,162,112,37,186
2738,01/07/2024,July,3,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,656,56,595,61,190,11.8,18,178,224,72,360
2739,01/07/2024,July,3,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,599,149,569,30,205,8.7,9,198,161,68,370
2740,01/07/2024,July,3,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,267,189,168,99,149,13.7,16,117,75,72,120
2741,02/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,304,94,269,35,248,6.3,17,218,114,41,149
2742,02/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,614,166,606,8,151,5.6,25,117,55,63,496
2743,02/07/2024,July,3,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,609,79,527,82,113,10.1,0,201,160,57,392
2744,02/07/2024,July,3,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,359,156,315,44,121,9.4,3,149,196,38,125
2745,02/07/2024,July,3,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,650,78,538,112,129,9.4,8,97,146,17,487
2746,03/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,307,153,204,103,181,7.7,25,82,205,49,53
2747,03/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,550,157,445,105,126,12.6,22,89,65,13,472
2748,03/07/2024,July,3,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,439,154,334,105,243,9.8,12,100,126,74,239
2749,03/07/2024,July,3,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,678,76,674,4,307,15.9,3,117,158,71,449
2750,03/07/2024,July,3,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,575,116,428,147,245,14.3,10,179,288,19,268
2751,04/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,316,123,313,3,239,14.4,6,91,129,46,141
2752,04/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,273,133,180,93,272,14.9,15,85,148,62,63
2753,04/07/2024,July,3,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,556,50,431,125,228,8.7,0,194,126,62,368
2754,04/07/2024,July,3,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,444,77,380,64,108,7.6,15,65,277,50,117
2755,04/07/2024,July,3,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,661,55,419,242,202,12.8,16,51,226,55,380
2756,05/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,440,85,300,140,266,8.2,17,216,141,75,224
2757,05/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,484,77,373,111,168,4.6,21,107,153,30,301
2758,05/07/2024,July,3,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,565,64,451,114,94,13.8,21,103,55,38,472
2759,05/07/2024,July,3,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,585,132,396,189,249,9.2,17,124,254,23,308
2760,05/07/2024,July,3,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,265,112,228,37,117,4.7,24,180,160,11,94
2761,06/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,397,144,349,48,215,5.7,2,100,229,53,115
2762,06/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,335,125,224,111,287,10.7,6,186,188,39,108
2763,06/07/2024,July,3,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,417,119,269,148,110,8.4,4,213,50,24,343
2764,06/07/2024,July,3,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,273,115,257,16,305,5.1,13,47,284,71,82
2765,06/07/2024,July,3,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,600,177,483,117,129,15.5,10,104,279,30,291
2766,07/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,473,65,390,83,113,7.4,5,67,286,22,165
2767,07/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,263,100,187,76,103,6,9,63,81,63,119
2768,07/07/2024,July,3,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,287,89,240,47,177,10.8,9,185,264,51,28
2769,07/07/2024,July,3,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,286,65,269,17,122,12.9,3,198,187,31,68
2770,07/07/2024,July,3,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,363,85,305,58,226,12.5,15,126,205,45,113
2771,08/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,605,105,542,63,177,14.8,0,195,93,17,495
2772,08/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,681,61,635,46,94,8.1,5,118,211,67,403
2773,08/07/2024,July,3,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,684,73,556,128,228,11.5,2,85,93,15,576
2774,08/07/2024,July,3,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,687,148,516,171,160,15.4,19,123,103,41,543
2775,08/07/2024,July,3,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,331,66,255,76,204,5.8,2,134,144,66,121
2776,09/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,308,195,294,14,197,9.6,15,215,270,37,1
2777,09/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,320,167,197,123,305,13.5,7,161,293,18,9
2778,09/07/2024,July,3,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,517,91,360,157,263,9,7,112,103,68,346
2779,09/07/2024,July,3,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,435,191,419,16,93,15.1,23,197,193,57,185
2780,09/07/2024,July,3,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,314,158,196,118,113,6.3,25,164,124,74,116
2781,10/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,540,89,411,129,91,12.5,3,193,162,64,314
2782,10/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,641,133,391,250,90,11.1,4,147,296,50,295
2783,10/07/2024,July,3,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,369,155,268,101,285,7.9,1,48,109,53,207
2784,10/07/2024,July,3,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,525,114,327,198,140,5.6,3,167,50,12,463
2785,10/07/2024,July,3,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,505,188,452,53,185,12.6,12,111,264,25,216
2786,11/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,697,161,459,238,296,4.4,13,127,143,15,539
2787,11/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,572,87,549,23,209,10.7,14,214,174,42,356
2788,11/07/2024,July,3,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,369,159,297,72,273,5.8,19,128,113,60,196
2789,11/07/2024,July,3,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,363,96,291,72,247,4.8,6,155,126,36,201
2790,11/07/2024,July,3,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,690,84,630,60,165,4.6,15,204,71,29,590
2791,12/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,456,80,449,7,150,11.2,9,132,211,45,200
2792,12/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,406,150,379,27,131,10.2,11,201,187,49,170
2793,12/07/2024,July,3,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,601,144,429,172,290,14.6,12,130,238,31,332
2794,12/07/2024,July,3,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,339,77,240,99,237,13.2,15,173,174,29,136
2795,12/07/2024,July,3,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,460,109,341,119,238,6.9,6,87,72,39,349
2796,13/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,382,59,355,27,138,5.5,5,102,201,50,131
2797,13/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,626,68,501,125,202,9.1,25,151,234,68,324
2798,13/07/2024,July,3,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,697,107,652,45,154,7.6,21,127,233,62,402
2799,13/07/2024,July,3,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,628,66,399,229,184,8.5,21,128,143,50,435
2800,13/07/2024,July,3,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,488,68,336,152,297,14.7,1,85,252,64,172
2801,14/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,438,92,429,9,202,15.9,20,200,189,31,218
2802,14/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,443,160,273,170,262,6.5,21,158,186,49,208
2803,14/07/2024,July,3,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,469,194,298,171,219,12.4,14,86,215,57,197
2804,14/07/2024,July,3,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,491,166,442,49,100,8.9,11,99,207,23,261
2805,14/07/2024,July,3,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,270,100,251,19,179,10.7,23,113,88,45,137
2806,15/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,677,164,473,204,231,4.6,20,112,148,52,477
2807,15/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,581,69,552,29,289,4.7,4,173,300,77,204
2808,15/07/2024,July,3,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,697,140,671,26,110,13.1,18,65,160,63,474
2809,15/07/2024,July,3,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,510,81,435,75,95,11.1,1,127,146,19,345
2810,15/07/2024,July,3,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,456,157,319,137,212,12.5,17,71,245,64,147
2811,16/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,673,92,574,99,150,6.5,10,146,181,51,441
2812,16/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,658,133,425,233,313,6,21,176,157,76,425
2813,16/07/2024,July,3,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,462,92,396,66,240,7.9,6,72,290,38,134
2814,16/07/2024,July,3,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,348,152,314,34,229,11.7,25,187,143,75,130
2815,16/07/2024,July,3,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,423,53,286,137,255,14.7,25,106,259,20,144
2816,17/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,634,184,534,100,249,6.2,9,113,146,67,421
2817,17/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,571,183,457,114,207,9.3,21,148,251,66,254
2818,17/07/2024,July,3,2024,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,400,156,248,152,252,13,4,46,201,78,121
2819,17/07/2024,July,3,2024,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,427,118,331,96,111,16,9,139,215,28,184
2820,17/07/2024,July,3,2024,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,660,86,476,184,294,12,21,89,280,44,336
2821,18/07/2024,July,3,2024,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,468,113,408,60,228,5.8,22,119,58,68,342
2822,18/07/2024,July,3,2024,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,618,153,606,12,117,13.2,11,47,171,50,397
